PC1,PC2,PC3
8.583275294577447312e+00,-1.200834695316704698e-01,-6.784764601315484978e-01
1.578011268697211422e+00,-1.193595366280691517e+00,4.118972236106196227e+00
3.008435756481676826e+00,-2.784214759934886541e-01,-5.527755788266098813e-01
1.511914240975543944e+00,1.620613412402388320e+00,1.651970087421665179e+00
-9.711294811710404762e-01,-1.623210767357665896e+00,1.987484177789715645e+00
1.801479792684729464e+00,1.431368851677866205e+00,-9.125127845967324625e-01
4.553691708758303314e+00,2.066389565077771717e+00,-1.041347759763321834e+00
-3.396935438265504814e-01,2.520897002750674964e-01,3.168018456597844201e-01
-1.295197196131456230e-01,-5.268753085991417784e-01,-1.823123173043356582e+00
6.948221477154268300e-01,-8.991156278691227188e-02,5.792856473641695425e-01
8.032715631693178038e-01,-2.927434838321932187e+00,2.695232157643018489e+00
1.902963843111703079e+00,1.108612602359604793e+01,-2.462933669920296387e-01
6.885429224825786676e+00,1.787461846813313215e+00,1.672526710964660879e+00
-2.885238687537844404e-01,-2.218137382065293872e-02,-1.282391045730779888e+00
-4.184527559253661128e-02,-1.753869001102419167e+00,1.847359265684727525e+00
1.274106370996046289e+00,1.081046627840445140e+00,-3.696507239235196085e+00
3.255517123959248971e-01,2.662552836456257399e+00,2.743766938882631345e-01
9.439718631973671448e-01,-3.203295911662037421e-01,-3.907202279618395280e-01
3.372217536909864588e+00,5.026241334293719554e-01,-1.602267523363596124e+00
-3.124798662908923053e-01,-1.745498850835178195e-01,3.458110604210503092e-01
5.850755761083402673e-01,1.413317873168309591e+00,-2.152354459469277614e+00
-1.954769308027044794e-02,2.451328818331965920e+00,-2.986040830203302576e+00
-8.130481841522508857e-01,-1.115615877672095246e+00,9.551671300061262970e-01
8.347576446853069987e-01,1.514042667442672796e+00,-6.029494006041166698e-02
1.888251711875766015e+00,-2.790082391891767211e-01,2.739378477459214478e-01
2.140120983392621579e-01,-9.342825996775323549e-01,7.770855335468964675e-01
2.483817478333197659e+00,-6.891136460929878638e-01,1.604239926886501078e+00
2.803350706801128189e-01,5.845257227954295809e-01,7.581000609483720121e-01
-7.522771147583720008e-01,3.039239264812226615e+00,-2.002018419171167074e-01
1.151880485189521686e+00,-5.693153612537006636e-02,4.151509044592448516e-01
-1.579523300366169947e+00,-1.328423553432013238e+00,-6.667377031378745045e-01
-6.058774274757885436e+00,-8.078833363229362963e-01,1.052639007013179917e+00
-4.326395946574618789e-01,-1.830191782986463123e+00,2.241050051247648334e+00
-6.888294557528657158e+00,5.488929719115042127e-01,-1.854282916803660530e+00
8.894554551871947101e-01,-1.041655482944172234e-01,1.914340792491015408e+00
2.903972354755328222e+00,-3.585936009734599361e-01,1.030810635825679222e+00
-3.847361312836205638e+00,-1.242300830731339900e+00,1.480201312176513961e-01
-6.785555298992879125e-01,-6.901330487438069872e-01,-8.512077484916553693e-01
-4.813037484365169094e-01,-1.025025323520548426e+00,1.331484936199405666e+00
-3.138767610831483257e-01,-1.105797701621464180e+00,2.911145004775292033e+00
7.065160348013845848e-01,-4.937303960366021260e-01,2.036871072792262538e+00
-2.200778796987838959e+00,-3.613743706543541823e-01,-1.549221800018848683e+00
4.183368173277030588e-01,1.431581878476381187e+00,5.729980947099969635e-01
-4.648201211098195174e+00,1.555713031666779322e+00,1.011834215399737280e-02
1.668116932243424833e+00,3.041683923288458047e+00,1.636255317377061980e+00
4.442314059259765413e-01,1.043989719163861185e+00,-3.078195056819140518e+00
3.157144481724704299e+00,1.729664110283423595e+00,-1.982562323643020097e+00
1.070197262053882659e+00,1.634266357913439549e+00,1.512367097250442827e+00
4.570184123275595756e-01,1.275902186001963035e+00,3.698736908041520888e+00
-1.723540788059972240e+00,-4.257368058890749207e-01,-5.646332470472206766e-02
1.088965113095601733e+00,1.113426315057466365e+00,-2.028416974722390798e+00
-8.854233490690580077e-02,-8.914775015410095205e-02,-2.250346451641285217e-01
9.666759938567985877e-01,1.628901906600524474e-01,1.093237069718826282e+00
5.431926041265275895e-01,-3.801647201290746514e-01,-6.041081438109247026e-01
-3.201689957727042124e+00,1.268141020747212355e+00,1.232504166759369912e+00
1.956820021450627056e+00,-1.448748929495027538e+00,1.584963941070200111e+00
3.081089610881177498e-01,-1.474381203786272465e+00,6.628728975518639599e-01
1.031360246181584728e+00,-4.878772449672227340e-01,8.790731667092965829e-01
3.775768141516248899e-02,2.535593659559398194e+00,1.308242673024851976e+00
-8.200813434558577697e+00,3.387721061269253653e+00,4.160819017300063649e+00
1.327977016080899686e+00,-6.804855757060981336e-01,8.907902158925793401e-01
-1.265832757633276323e-02,1.291121289668359262e+00,-5.454595813143628957e-01
-7.147926589084896420e-01,7.883697381199383791e-01,1.006902168715289703e+00
1.345367084965923388e+00,8.645488112433122874e-01,-1.584559153417384625e+00
2.080022290219158132e-01,-1.385886346471664754e-01,5.314120632878898132e-01
5.429375612971889531e-01,5.635591323841643074e+00,1.717098208388021741e+00
-6.864619676744199595e+00,3.776888732799853265e+00,2.839501468569722409e+00
-4.893640824356275676e-01,7.693508336325420860e-01,-2.811581818744250061e+00
6.681339793782470338e-01,1.010271551581388039e+00,-2.097198701997625037e+00
5.592239969405264910e-01,1.015300442444204698e+00,1.132996265870047869e+00
-1.164220931297230477e+00,-1.118155146650621434e+00,6.003486831390600909e-01
5.670794644442374022e-01,-1.329970357628651456e+00,-1.289553342737757846e-01
6.085083485144577864e-01,9.029044305796563030e-01,1.357414657694685722e+00
-2.165289673684103633e+00,-1.601990829197671884e+00,-6.456880144737123794e-01
4.470774746531748889e+00,1.653756555333118827e+00,-3.317823098631550671e+00
-1.870185976454648902e+00,-1.363665162729945202e+00,2.247202550135610766e-01
7.494664399129485899e-01,1.652787881662581837e+00,8.067601987543297770e-02
8.286369841564974470e-01,-3.235359212770516635e-01,-3.033036350833071548e-01
6.363234694680810932e+00,-1.094573771826448327e+00,1.225343622324614135e+00
5.136079570468812250e+00,3.546295583513930705e+00,1.266033482105643149e+00
2.736255432015434752e-01,-3.536504717341945048e-01,-1.949615648241256327e+00
-1.388527150612727912e+00,-1.719744140420542688e-01,-1.263477492047882400e+00
6.648615418027434831e-01,2.811553773068841799e+00,2.591422653433901324e+00
1.505601695549483088e+00,4.048436619803332803e-01,-7.214959479411446885e-01
1.513506182847806913e+00,6.216909196592745879e+00,4.025273817195285098e+00
1.200037203026606880e+00,3.339759460162463611e+00,1.321446263957210876e+00
2.627144765819419803e+00,-3.402396119002006891e-01,3.111716374556101172e+00
7.090959842150561521e-01,1.008119242029648088e+00,6.318550327789531629e-01
1.437498895850137348e+00,2.018879155990259466e+00,-2.304529780307757458e-01
1.375780930024486537e+00,1.305195332326666735e+00,5.116190434160003964e-01
1.283993368803513002e+00,1.034151822096305962e+00,1.020249112602134911e+00
3.799442574818162610e-01,1.058470786723988866e+00,-1.951936480801443885e+00
2.316665419821672955e+00,6.701157692988209125e-02,-1.638174876924433310e+00
2.395376581558979201e-01,1.769590426558143248e+00,2.863562008566466477e-01
1.751792996202897967e+00,3.326379621063232372e-01,-1.281655703196388219e+00
-8.840909821414268066e+00,1.029832729801813684e+01,7.450582110267099267e+00
3.928957869343240983e+00,-1.290297274129754923e+00,-2.413776499775421858e-01
1.470989521966765023e+00,1.415389163993641120e-01,-7.760600253911598134e-02
2.208752088622607246e-01,3.248871734106867137e+00,-5.085438816370135839e-01
2.779482065614844455e+00,1.410573108410349885e+00,2.431863415953637642e+00
1.443183284591580406e+00,4.101084476866030393e-01,-6.421431134483677194e-01
-7.036495217814321634e+00,4.294161230002900287e-01,-3.424524717235902793e-01
3.264752254746927096e-01,4.721832983153658958e+00,8.637445504749194924e-01
-8.061779979357270864e-01,-5.364467330787769939e-01,1.718896005377199998e+00
1.396286863532585132e+00,2.196467736236764168e+00,2.898751726629389847e+00
-1.440860483756494448e+00,4.353604048341533916e-01,1.074275022418604564e-01
4.033630371894317279e-01,2.832541062895268080e+00,-1.087245240225503728e+00
-1.075060910604111797e+00,1.606437342157798764e-01,1.512665776533796080e+00
7.011092686504509786e-01,-1.226095268419684414e+00,7.222059284489763531e-01
2.060926536084169314e+00,-3.059282951174532861e-01,-6.229564906965640025e-01
1.324877073958089735e+00,2.145541409516673881e-01,-2.220295609020318750e+00
3.263316371163888174e+00,2.036476733382024840e+00,-2.808216521707990188e-01
2.281404574846662925e+00,-4.805494218300133680e-01,2.363289460668268838e+00
1.904419949293081615e-01,2.518794536316986576e+00,-2.727406385555450008e+00
-3.610609836569508291e-01,6.902203735071713586e-01,2.539901083039904361e-01
9.345348786705650612e-01,1.771344464151003439e+00,-8.099644420670457090e-02
2.865938556393851089e-01,-2.698963738228944198e+00,1.434003557839085508e+00
-5.008926220703978416e+00,2.058877688413196516e-02,-2.865916202134155544e-01
3.888101688046513349e+00,-1.131120744314842108e+00,2.757790008993578734e+00
3.620935296895850808e-01,-7.171655600638396910e-01,4.913119141117093247e-01
5.698036981417016200e-01,5.249432035145364939e-01,-6.518351303244129813e-01
-7.634164534252710910e-01,5.032105218410687364e-01,7.158297503276556117e-02
8.465793823781453398e-01,-1.477824415230249433e-01,-1.168455954780867889e-01
1.075770058531599238e+00,3.513091833889131488e-01,-9.577183861088930383e-01
1.128497092498131016e+00,5.785142542666927845e-01,-3.782254640566725112e-01
8.126152585305664866e-01,-4.371136803711433982e-01,-1.448718941311583741e+00
4.464608407439318860e+00,-2.046870262464893564e+00,2.245569661024995334e+00
1.264665314454686662e+00,1.496242763705994516e+00,-1.819363190448245460e+00
1.327617220196739556e-01,4.600787293330957928e-01,1.387921233844726210e+00
2.190511112719273901e-01,-2.083449838819943778e-01,1.784623032612981941e+00
-2.786142609870037923e+00,-2.420129306596633167e+00,2.748689532346960895e+00
-2.554297826479696720e+00,-1.937455000144207684e+00,3.198219671035121614e+00
-3.883155163817599398e+00,4.042887502242323627e+00,-5.593104341176213801e-02
-9.951620698941107124e-01,-4.886739031754295803e-01,-2.810808375624799238e-01
9.185582822517981416e-01,-1.538150481758627564e+00,4.228636307665315508e-01
-1.941470122354965966e+00,-1.317046536717589589e-01,6.970094252727485062e-02
1.390715930421673407e+00,-4.992689792046075548e-01,6.876387495076794476e-01
6.960171146610754089e-01,2.433911278026884339e+00,3.961181412033418781e+00
1.382999637265241721e-01,8.895778138798891010e-01,6.418278838811191100e-01
-5.430970680345628132e-01,-6.916585571681026501e-01,1.045013147073784010e+00
-5.439715715134535223e+00,4.724189622679790368e+00,4.162277129998345870e+00
-1.342545862348118568e+00,-1.717161704535866917e+00,8.705502578270396530e-01
2.214043861481714615e+00,-2.487707759797133655e-03,9.840157489547431968e-01
-3.947863029487026942e+00,9.891522077158897142e-02,4.667326834409254444e-01
1.375360833845129305e+00,3.938480009520746616e+00,-2.052221463977499827e+00
-1.522540289137695790e+00,-1.202082952056716891e+00,1.058310769188750777e+00
-4.363708115834226575e+00,7.570747536960895641e-01,-9.892459648003631978e-01
-1.096686782769025204e+00,-5.584021210049723294e-01,1.028129156300834790e+00
2.507258942401311863e+00,1.033520041639585774e+00,-9.613308943524758732e-01
1.403996725109060373e+00,1.322774642929391398e+01,5.079131722137113947e+00
2.925855061663218404e+00,1.690856194767847542e+00,-2.039830381922568492e+00
2.088033023821925127e+00,4.895345448854760972e-01,-6.837826674588541875e-01
1.888501877381622007e+00,6.949135268212376371e-01,8.788724086595209317e-02
1.884259093870490176e+00,1.177899527832937165e+00,-2.066975149382340060e+00
1.487148189929933917e+00,2.351891640364791036e-01,3.133087747228963105e-02
-4.564748560133781163e-01,7.382627869141979993e-01,-1.995073157683836307e+00
3.562193936993452992e-01,-2.500996130576942367e+00,1.166084343490765285e+00
1.572271212978085142e+00,1.446583293236117562e+00,3.026766056431251073e+00
-2.990499547570007799e+00,1.511952685931032270e-01,-1.396922485051243612e+00
2.295668071046187697e-01,-2.627332815296581359e-01,1.078929086968813067e+00
8.415741220300574366e-01,-9.821740915031584862e-01,-2.221096149854028257e-01
-3.932052328103884387e-01,2.652246489747770442e-01,-1.683434061562462336e+00
-8.445579729328389629e-01,-1.418347768755520155e+00,3.135062523786015909e+00
-2.227643647683935635e-01,1.586581658085628233e+00,1.919315509154971566e-01
9.624672314846673959e-01,2.418528440036522009e-01,-1.818095975438527079e+00
-5.383460590203374974e-01,-1.617801591531095595e-01,6.107049736444153387e-01
3.197783810256081272e-01,5.873305193938048063e+00,2.201362978996025177e+00
1.968175629281890548e-01,2.797872587057479571e-02,-2.623777932404216529e-01
-4.783200499277927342e+00,7.406149723593300482e-01,2.387063652495924337e+00
8.484787694027501326e-02,-4.294486049833758923e-01,3.464099066172802166e-01
-3.132646477138983254e+00,5.495606759593023583e-01,2.511512943768893447e+00
-3.246990933654950950e+00,1.057130365875434297e+00,-9.413053172892480447e-01
1.302923698559896315e-01,3.095561774753964546e+00,-6.915177419216487209e-01
-2.370072896540945884e+00,7.495389164924739500e-01,-1.890914465074230666e+00
3.152770689388852965e-01,4.264095975841560304e-01,-8.814746440271824524e-01
-2.862005635623778410e+00,1.453742184597466514e+00,-1.294233189957864738e+00
1.740567913449050153e+00,-7.385136383940067439e-01,8.943648516410626081e-01
1.153838892034841357e-01,-5.612126660648117937e-01,1.043752286259540085e+00
1.542199216973772158e+00,3.029052524259701951e+00,2.852856988818391892e-01
-7.736404419379210751e+00,3.521686676810983130e+00,1.229436829187873448e+00
1.402531338807797745e+01,4.978899712690183499e+00,3.367576926271231397e+00
-7.261093706634847322e+00,6.871810827481794615e-01,8.425581212618057370e-01
-1.069403021606207593e+00,4.862612999521759294e-01,2.694294311014676646e-01
-9.193028251060807454e-01,-5.226925380291783663e-01,-4.684317541138018903e-01
-3.631534682066203779e+00,-6.806112361112141018e-01,1.402307276604324304e+00
-3.658353846114773766e+00,1.540140879643099536e+00,-1.901311042911563165e+00
-2.991297649162464878e-01,5.141828293367156633e+00,1.487267661533913987e+00
8.625756829581464613e-01,-5.961670567530930054e-01,-3.745406629997954928e-02
9.515780998620012587e-01,2.873311303004611794e+00,4.443502770335837626e-01
1.406824542144137657e+00,3.168649340704005057e-01,2.379385069065686586e+00
3.687647436643717858e-01,-4.211510819778966908e-01,2.181425557283562244e-01
-3.536184199259438277e+00,-2.398467699594510893e-01,2.579452518479727452e+00
-3.291217248236935067e+00,3.506405149042532088e+00,1.678524323930213336e-01
7.494507150452746069e-01,-1.337339206221209054e+00,1.702999457955396867e+00
2.896202816012764525e-01,-1.005800115895849833e+00,1.267780208805070752e-01
-3.795939308218946984e+00,7.567901255345363953e-01,-8.847063761605595822e-01
-9.426233865416775437e-01,-1.957636889434785921e-01,5.307838217489577737e-01
-1.701219358865047715e+00,1.185316293108817920e+00,1.916074993458962927e+00
-7.536364160643763688e-01,1.112114228205147048e+00,-2.648583649529401729e+00
-2.543521900724851292e+00,-4.103236783907613372e-01,8.138836039941388378e-01
1.356059795535614843e+00,2.433075915188023242e+00,-7.462172417410756209e-02
9.744772755387410834e-01,1.399928495633448455e-01,-1.084292022952843215e+00
7.551325198247946235e-02,-2.651112145488255134e+00,4.307718089953514351e+00
-4.049433539144702277e-01,3.659183117872199520e-01,-1.497130753135756720e+00
1.972313760726593479e+00,9.915590902628309555e-01,-1.080012340945791793e+00
1.365073728801231123e+00,2.344636035592007950e+00,1.329394293067321708e+00
1.973806305844672204e+00,-7.548600441138060280e-01,6.919092879855577305e-01
-3.086568743877288745e-01,2.153423250587145343e+00,-2.283754601376625892e+00
3.983923463172427848e+00,8.269821023434974494e-01,-1.795195205042551700e+00
-4.516193106169242855e-01,1.121661892131361027e+00,-1.132248338461744608e-01
-2.712511748470740613e+00,-1.350455537790826943e+00,2.537087921975477833e+00
1.455422498772785400e-01,1.965740650052670180e+00,4.508208953109425488e-01
1.246848981647507681e+00,-2.625490972552640967e-01,-2.277531177298164344e-02
4.228820308992797122e-02,1.019825268651233507e+01,4.090126831305283872e+00
1.212827834182842901e+00,4.451501220056296226e+00,4.674795747525111733e-01
-6.616486520342956812e-01,-7.769911694039808303e-01,-4.008960252621846521e-01
3.933720102025557441e-01,-1.705714313421562656e+00,1.982617857785667237e+00
-5.010250964188163181e-01,-1.041672237182262428e+00,6.573316904903974134e-01
-4.592357781190322008e+00,-1.831748359300468865e+00,6.445444367577426448e-01
1.429760915596792303e+00,4.587812989910059258e+00,1.034897515698379289e+00
8.628758612599539413e-02,-8.548887827830445874e-01,-1.694219565023068030e+00
-5.031195537173825949e-01,-2.159635004537793779e-01,-1.474774978971811645e+00
2.537729426181931647e-01,-9.717120993451411337e-01,1.715351207032472125e+00
1.490280397112480504e+00,4.004874212630747943e-01,-1.850500735155926169e+00
1.830386945333133619e+00,9.111780869944190453e-01,1.508776512412768112e+00
4.812628639048079360e-01,-1.574176221664110864e-01,1.358800540368317211e+00
-1.345861312088756812e+00,5.377271861606924830e-01,1.020427401125171496e+00
-1.259250415516262711e+00,-2.769224782953560116e+00,1.772187592214612417e+00
2.867639338070989696e-01,-1.009282914970951683e+00,1.097199678341624907e+00
-8.737427834737655497e-01,-1.572372881658404831e-01,-1.108998459582775986e+00
3.989817512831265733e-01,1.188759165562344178e+00,-9.580593219700365148e-01
3.309142944895072658e-01,-7.239924007193627720e-01,-2.663302792492323601e-01
4.068974149078569691e-01,1.344963988585880177e+00,-1.744797145717485565e+00
1.189312196636589158e+00,8.394106872310072021e-01,2.721102476458273633e-01
-7.408795027687206769e+00,1.778356450518137954e+00,9.330887108817254028e-02
-6.877626618183176888e+00,-4.684581868975886548e-02,1.638699529449546000e-01
2.432213391450081197e+00,3.538968388524984521e-01,-2.236506284052266924e+00
-8.260301133324281508e-01,-1.139403482642030729e-01,-1.130713946830306682e+00
-3.859406089580202925e-01,-1.054463057715665064e+00,-8.828459146762677179e-01
1.158418795280525826e+00,-6.387320131289200287e-01,-1.216455677789935352e+00
-6.888610123551125675e+00,1.297155935341488764e+00,-8.609040079012963975e-01
-6.851086446148166864e-01,9.098251332130489200e-01,-2.676175339681202914e+00
-7.819714426043120170e+00,3.742767609411407737e+00,5.565262499893729453e-01
2.634158921888138050e+00,1.196924636311710345e-02,5.702292255916205921e-01
1.996920923345537169e+00,2.970231789822004309e+00,-1.364333628346759753e+00
-2.786212990157605596e+00,2.431884400511467259e+00,2.444089360915503217e+00
3.342523320251392427e+00,-8.418238483106541548e-01,2.342568695547325719e-01
3.086153269002013921e+00,-5.260841095764516862e-01,-3.150323337894698761e-01
-8.970315631641218035e-02,3.860815129045440663e-01,1.206155090483942705e-01
3.979418679962709593e-01,-7.982717252182865986e-01,-2.906143379408004934e-03
-1.308912029491766882e+00,-6.088077972638472612e-01,-2.181731937057437953e+00
3.659371003552399415e+00,-8.792827885545267952e-01,-3.984641921168347034e-01
-2.683972462336387643e+00,2.210079122246678018e+00,-1.552048216518579604e+00
1.505959434573177047e+00,2.761736776291001672e+00,-1.736436509073183476e+00
1.101937653143450491e-01,-7.711096488660365011e-01,-1.329284785103778121e-01
4.919410089195130897e-01,-1.841932896759661986e+00,7.804234250268791973e-02
2.803026308493280702e-02,-2.971458273230999092e-01,-1.236284018907532478e-02
4.912835431451406110e-01,7.945111604332422139e-03,-3.378018487651581747e-01
-9.579848131426570434e-01,-1.849283763866023111e-01,-8.657647987580010529e-01
-3.534981332118754871e+00,-6.064186363724979323e-01,-9.383423487917936789e-01
-2.288015231611503775e-01,-1.711107246108059865e+00,1.957973438401277244e+00
1.316465115486197268e+00,9.535996731316027653e-01,-2.584673217398583134e+00
-1.482484859756139528e+00,-2.337921210397170935e+00,1.184845934210284391e+00
1.863814037543885860e+00,6.626916074011890423e-01,-1.085647971165472070e+00
-2.876556281329423648e+00,3.900722885983398669e-01,-2.496588441045234363e-01
3.554281031942229663e-01,-1.894313192797536960e+00,2.263491214781254257e+00
-6.730206249222625559e-01,1.405372326573715913e+00,9.574840263336652502e-01
1.842124058946873255e+00,2.001191941360064508e+00,1.361131541529649436e+00
1.678979615393528357e+00,-1.231512943944181204e+00,1.868334405079711713e+00
-6.365441821171935466e-02,-9.638336382119226942e-01,1.133077140810367034e+00
-2.281853019864369614e+00,-1.101044170840275171e+00,3.517888289960292569e-01
6.735548479999459159e-01,-7.485826670908004576e-01,-5.019940340697157111e-02
2.257049731999244635e+00,-1.277939061894775019e-01,-1.756098626774226235e+00
4.096975540363745893e-01,6.476619554323235217e-01,-2.312384451024604104e+00
1.130378719742308746e+00,2.869204113434880021e-01,2.034308047397414276e-01
-5.908448442266064915e-02,-7.814262101923924453e-01,1.180639286960082357e+00
-1.498745271229600773e+00,-9.588412429791778879e-02,-6.240947896767370384e-01
7.665051562506013383e-01,-2.586180058947289973e-01,-2.170853209934556993e+00
-8.104016297805219926e-01,-1.033646475100154616e+00,6.762910860171269523e-01
