PC1,PC2,PC3
-1.310276646192348515e+00,9.522099770084482828e-02,4.409665999579752693e-01
-1.285375409436810612e+00,8.491818512341541281e-01,9.574411982916760655e-01
-1.264242836284409588e+00,-6.306780792724051565e-01,-2.783354786437678419e-01
-1.190298996838432544e+00,9.590634273342746319e-01,6.499318658761348289e-01
-1.280843987869946909e+00,-5.786579102645761363e-01,-5.512234269061966341e-01
-1.688218981160529042e+00,-4.745369298212811504e-01,1.050666379301607112e+00
-1.765774731957240773e+00,-9.955997012461610396e-01,1.086652721760486884e+00
-1.715941218211873620e+00,-1.362197728370051486e+00,5.444047796291211494e-01
-1.652157238858120269e+00,-1.071109672078662589e+00,4.487953590969305795e-01
-1.688218981160529042e+00,-4.745369298212811504e-01,1.050666379301607112e+00
-1.765774731957240773e+00,-9.955997012461610396e-01,1.086652721760486884e+00
-1.715941218211873620e+00,-1.362197728370051486e+00,5.444047796291211494e-01
-1.652157238858120269e+00,-1.071109672078662589e+00,4.487953590969305795e-01
-1.688218981160529042e+00,-4.745369298212811504e-01,1.050666379301607112e+00
-1.765774731957240773e+00,-9.955997012461610396e-01,1.086652721760486884e+00
-1.715941218211873620e+00,-1.362197728370051486e+00,5.444047796291211494e-01
-1.652157238858120269e+00,-1.071109672078662589e+00,4.487953590969305795e-01
-1.621291242315973546e+00,-1.054769733021087452e+00,4.390426263515393446e-01
-1.625636365096942537e+00,-1.065756207258987232e+00,5.329789362120517238e-01
-1.730179136362582692e+00,-1.074254087395851043e+00,1.033231672329583573e+00
-1.717713995610266275e+00,-1.411393044728603163e+00,6.584446831310595272e-01
-1.621291242315973546e+00,-1.054769733021087452e+00,4.390426263515393446e-01
-1.625636365096942537e+00,-1.065756207258987232e+00,5.329789362120517238e-01
-1.730179136362582692e+00,-1.074254087395851043e+00,1.033231672329583573e+00
-1.686741555266364045e+00,-1.244017427626011418e+00,6.294136862017417622e-01
-1.621291242315973546e+00,-1.054769733021087452e+00,4.390426263515393446e-01
-1.625636365096942537e+00,-1.065756207258987232e+00,5.329789362120517238e-01
-1.730179136362582692e+00,-1.074254087395851043e+00,1.033231672329583573e+00
-1.717713995610266275e+00,-1.411393044728603163e+00,6.584446831310595272e-01
-9.759115234027989638e-01,9.698228821504790709e-01,-3.180953756304250035e-01
-9.374021210465457443e-01,-1.941350986791673394e-02,-1.079611423832038453e+00
-1.012703639544201728e+00,6.170715538481895690e-01,-1.265582043693129211e-01
-8.974098376481559614e-01,6.592831811748596227e-01,-6.450200964175887286e-01
-9.752877224576319559e-01,8.495275801964794482e-01,-4.088021926598879308e-01
-9.927550911668361344e-01,7.969645080180535190e-01,-3.198262163950920112e-01
-9.376693688301781515e-01,2.675614524451763732e-01,-7.156473072062814467e-01
-9.469592163645216276e-01,-2.325278224595822563e-02,-9.892646133426756805e-01
-9.067976403372772776e-01,1.101521413608337885e-01,-1.061232007281519563e+00
-1.002578534949646549e+00,1.566018638613467240e-02,-7.618319147889675014e-01
-9.307011970149486890e-01,3.661469665333233481e-01,-8.891310880220991697e-01
3.564833080354181671e+00,-7.607210520078531157e-01,5.424408902433863755e-02
3.592191926162093374e+00,-1.116755331691060976e-01,4.444046054472322038e-01
3.530232431099248558e+00,-9.688455713276660219e-01,1.655060425541071689e-01
3.522027057597931332e+00,4.572820893322393498e-02,1.037403574924487870e+00
3.450763878068853874e+00,4.220126366244282834e-01,1.817548448920923487e+00
3.587972591597323291e+00,-6.846024361642389922e-01,2.591636090062178210e-01
3.590989615209353669e+00,-7.169385679383888377e-01,2.761469093319738333e-01
3.521452981048530440e+00,3.688854882012901348e-01,1.725702834466870339e+00
3.653524016599331237e+00,2.376407083191277581e-01,9.917691446528572596e-01
3.564871066496217988e+00,-8.620675075232484552e-01,5.997948250799491898e-01
3.601642691198396751e+00,-6.584239377425717965e-01,6.119441521031316888e-01
3.641086083212790037e+00,-2.348816222969902778e-01,7.537529918507208659e-01
3.596349734890675443e+00,-4.457994475507911503e-01,8.668578142531061514e-01
3.670353637604442554e+00,1.060118704655741206e+00,1.718309459346398338e+00
3.672178901789062699e+00,-7.221455368382718731e-01,3.365250985360199731e-01
3.563931496634827667e+00,-4.381351441977771044e-02,1.510891973266711208e+00
3.606805230226633796e+00,-1.051753985432796856e+00,5.131138356446408588e-01
3.646678299465620832e+00,5.917559890770192066e-01,1.660182592273494961e+00
3.605935995111903214e+00,-1.290569656267737120e-02,1.432475676506656859e+00
3.705321144422607738e+00,1.365998973077582890e-01,1.100117369981084448e+00
3.670427242038956095e+00,-3.497113524775628535e-01,9.345107381546987613e-01
3.647235618311095440e+00,-4.869397506244228513e-01,1.007885750259982061e+00
3.692181305318475548e+00,1.019707979797507935e+00,2.045432520183839920e+00
3.782316565553221821e+00,-1.091045526616060579e+00,2.209869394308624502e-01
3.783992874350146973e+00,-9.733239284568888650e-01,3.403824100461430024e-01
3.795876310250332342e+00,-8.257031347178369618e-01,5.041652937451844840e-01
3.802424790735070115e+00,-3.944464971817016052e-01,9.421398911211573690e-01
3.824126114738456650e+00,-1.131524654222048509e+00,2.408722719050881977e-01
3.832970442450717830e+00,-1.140087546600238255e+00,2.450787845438666679e-01
3.839961450385882991e+00,-1.107074571973743371e+00,2.879365566680719413e-01
3.861472987513145050e+00,-7.698678951101278756e-01,6.539623784316370703e-01
3.872013880299539412e+00,-8.596364095935529193e-01,5.799103464998398572e-01
3.878800140596071255e+00,-1.184458898014494332e+00,2.668761682175372352e-01
3.883937828754139954e+00,-1.109870056383314596e+00,3.483851998271689787e-01
3.885859397744114041e+00,-1.032167435705520608e+00,4.283645904772449553e-01
3.891487606288280166e+00,-1.037616549037095881e+00,4.310414621564676585e-01
3.894349703496033044e+00,-7.221353977559978876e-01,7.486645633174378034e-01
3.907499952915877373e+00,-1.172463931952646865e+00,3.200590168187442686e-01
3.909312760138557774e+00,-8.161853584285179153e-01,6.767157877050298254e-01
3.919962414692245378e+00,-1.184529825758277921e+00,3.259863755370230320e-01
3.919990151350707386e+00,-6.673968975469855014e-01,8.399250560442379498e-01
3.929256750236187923e+00,-8.752762325704090962e-01,6.466687586171047109e-01
3.935355222889243887e+00,-7.618360806003321439e-01,7.681674855517746092e-01
3.948083201135868858e+00,-1.012848172151747717e+00,5.370247491189926725e-01
3.956525513952117823e+00,-1.021021842149110626e+00,5.410400566378267273e-01
3.964123284421928073e+00,-6.305626268560062808e-01,9.399809842884840894e-01
4.023525503160345629e+00,-1.324578955112145184e+00,3.357100113975494127e-01
4.024956551764221402e+00,-1.166838379471596188e+00,4.945215619780345406e-01
4.036791994728737620e+00,-1.337423293679429692e+00,3.420197803557172289e-01
4.037085247857455705e+00,-1.059236563213921567e+00,6.188883657118714465e-01
4.044369508921339396e+00,-7.480368581219185575e-01,9.386147231922306045e-01
4.065335052345580458e+00,-1.365058082718133114e+00,3.555953438717751602e-01
4.073934119864792258e+00,-1.333601997614945356e+00,3.992179364757583171e-01
4.081170387993005910e+00,-1.340608000469827976e+00,4.026596286347589038e-01
4.102927185313316905e+00,-1.043420301087589985e+00,7.292693704331194571e-01
4.113222817906662776e+00,-1.093169838089637524e+00,6.946334184665268197e-01
4.125146766361263317e+00,-1.343403484879399201e+00,4.631082717938559412e-01
4.127068335351236961e+00,-1.265700864201605214e+00,5.430876624439320288e-01
4.132696543895403529e+00,-1.271149977533180486e+00,5.457645341231546210e-01
4.133616815835974734e+00,-8.344442266654696905e-01,9.810622598199048028e-01
4.149356165612060998e+00,-1.446405560310935812e+00,3.955572139401711818e-01
4.150521697745681138e+00,-1.049718786924602520e+00,7.914388596717167879e-01
4.161171352299368742e+00,-1.418063254254362526e+00,4.407094475037099945e-01
4.160953828764782259e+00,-8.609113485616926020e-01,9.940642079761294880e-01
4.169975167457214305e+00,-1.028771706103738692e+00,8.402239905142008247e-01
4.176564160496367251e+00,-9.953695090964167491e-01,8.828905575184615717e-01
4.189292138742991334e+00,-1.246381600647832322e+00,6.517478210856797460e-01
4.197734451559241187e+00,-1.254555270645195231e+00,6.557631286045138008e-01
4.205577482222099484e+00,-9.041150328334683905e-01,1.015287976289966476e+00
4.264734440767468548e+00,-1.558112383608229790e+00,4.504330833642364862e-01
4.266165489371345210e+00,-1.400371807967680793e+00,6.092446339447216141e-01
4.278294185464578625e+00,-1.292769991710006172e+00,7.336114376785585200e-01
4.285578446528462315e+00,-9.815702866180031627e-01,1.053337795158917789e+00
4.306543989952703377e+00,-1.598591511214217720e+00,4.703184158384621227e-01
4.315388317664964113e+00,-1.607154403592407466e+00,4.745249284772408149e-01
4.322624585793177765e+00,-1.614160406447290086e+00,4.779666206362414016e-01
4.344136122920439824e+00,-1.276953729583674590e+00,8.439924423998064196e-01
4.354431755513785696e+00,-1.326703266585722130e+00,8.093564904332140042e-01
4.361218015810317539e+00,-1.651525755006663543e+00,4.963223121509112712e-01
4.366355703968386237e+00,-1.576936913375483806e+00,5.778313437605430147e-01
4.368277272958359880e+00,-1.499234292697689819e+00,6.578107344106189913e-01
4.373905481502526449e+00,-1.504683406029265313e+00,6.604876060898416945e-01
4.374825753443097653e+00,-1.067977655161554296e+00,1.095785331786591987e+00
4.389917828130123212e+00,-1.639530788944816075e+00,5.495051607521181936e-01
4.391730635352804946e+00,-1.283252215420687126e+00,9.061619316384037504e-01
4.402380289906491662e+00,-1.651596682750447131e+00,5.554325194703970681e-01
4.402408026564954113e+00,-1.134463754539154712e+00,1.069371199977611875e+00
4.411674625450434206e+00,-1.342343089562578307e+00,8.761149025504788579e-01
4.417773098103490170e+00,-1.228902937592501576e+00,9.976136294851485342e-01
4.430501076350114253e+00,-1.479915029143916927e+00,7.664708930523667085e-01
4.438943389166364106e+00,-1.488088699141279836e+00,7.704862005712007633e-01
4.446541159636174356e+00,-1.097629483848175269e+00,1.169427128221858236e+00
4.745857765803592976e+00,-1.944362840875990317e+00,7.583289769881307318e-01
4.748828624778639096e+00,-1.907457642441227286e+00,7.992746979128910745e-01
4.760712060678825353e+00,-1.759836848702175383e+00,9.630575816119322230e-01
4.767996321742708155e+00,-1.448637143610171929e+00,1.282783939092291714e+00
4.788961865166949217e+00,-2.065658368206386708e+00,6.997645597718362698e-01
4.826553998134686552e+00,-1.744020586575843579e+00,1.073438586333180345e+00
4.836849630728031535e+00,-1.793770123577891118e+00,1.038802634366587707e+00
4.843635891024564266e+00,-2.118592611998832531e+00,7.257684560842851962e-01
4.848773579182632076e+00,-2.044003770367652795e+00,8.072774876939170507e-01
4.850695148172606608e+00,-1.966301149689858807e+00,8.872568783439929163e-01
4.856323356716772288e+00,-1.971750263021434080e+00,8.899337500232156195e-01
4.857243628657344381e+00,-1.535044512153723506e+00,1.325231475719965912e+00
4.872335703344369939e+00,-2.106597645936985064e+00,7.789513046854921186e-01
4.874148510567050785e+00,-1.750319072412856336e+00,1.135608075571778119e+00
4.884798165120738389e+00,-2.118663539742616120e+00,7.848786634037709931e-01
4.884825901779199953e+00,-1.601530611531323922e+00,1.298817343910985800e+00
4.894092500664680045e+00,-1.809409946554747295e+00,1.105561046483852783e+00
4.900190973317736898e+00,-1.695969794584670565e+00,1.227059773418522459e+00
4.912918951564360981e+00,-1.946981886136085915e+00,9.959170369857406335e-01
4.921361264380609946e+00,-1.955155556133448824e+00,9.999323445045744663e-01
4.929204295043469131e+00,-1.604715318321721984e+00,1.359457192190027586e+00
4.987066703410716784e+00,-2.177896269372074478e+00,8.730520489548176943e-01
4.990037562385762016e+00,-2.140991070937311669e+00,9.139977698795780370e-01
5.002166258478996319e+00,-2.033389254679637048e+00,1.038364573613414610e+00
5.009205259349831962e+00,-1.682170572106256756e+00,1.397507011058978676e+00
5.039015130486333760e+00,-2.307754689080661059e+00,8.186941443773017024e-01
5.046006138421498477e+00,-2.274741714454166175e+00,8.615519165015066427e-01
5.067762935741809471e+00,-1.977554015071928184e+00,1.188161658299867307e+00
5.078058568335155343e+00,-2.027303552073975723e+00,1.153525706333274670e+00
5.089982516789755884e+00,-2.277537198863737178e+00,9.220005596606040132e-01
5.091904085779729527e+00,-2.199834578185943190e+00,1.001979950310679879e+00
5.097532294323896096e+00,-2.205283691517518463e+00,1.004656821989902360e+00
5.098452566264467301e+00,-1.768577940649808111e+00,1.439954547686652875e+00
5.113544640951492859e+00,-2.340131074433069447e+00,8.936743766521790810e-01
5.115357448174173705e+00,-1.983852500908940941e+00,1.250331147538464638e+00
5.126007102727861309e+00,-2.352196968238700503e+00,8.996017353704579556e-01
5.125789579193274825e+00,-1.795045062546031023e+00,1.452956495842877338e+00
5.135546698464852788e+00,-2.082962352532208961e+00,1.180868038485335170e+00
5.141154650731810882e+00,-1.889484245599377665e+00,1.381198925350413997e+00
5.154127889171483901e+00,-2.180515314632170298e+00,1.110640108952427596e+00
5.162570201987732865e+00,-2.188688984629533429e+00,1.114655416471261429e+00
5.170167972457543115e+00,-1.798229769336429085e+00,1.513596344121919124e+00
5.229570191195961115e+00,-2.492246097592567544e+00,9.093253712309843362e-01
5.231001239799836888e+00,-2.334505521952018547e+00,1.068136921811469353e+00
5.243129935893071192e+00,-2.226903705694344371e+00,1.192503725545306148e+00
5.250414196956954882e+00,-1.915704000602341361e+00,1.512230083025665639e+00
5.271379740381195944e+00,-2.532725225198555474e+00,9.292107037052101948e-01
5.287215076028621397e+00,-2.508275142950250558e+00,9.762749884681936052e-01
5.308726613155884344e+00,-2.171068466086635063e+00,1.342300810231758845e+00
5.319267505942278262e+00,-2.260836980570060106e+00,1.268248778299961632e+00
5.326053766238810105e+00,-2.585659468991000853e+00,9.552146000176591212e-01
5.331191454396877916e+00,-2.511070627359821561e+00,1.036723631627290976e+00
5.333113023386852447e+00,-2.433368006682027573e+00,1.116703022277366619e+00
5.338741231931019016e+00,-2.438817120013602846e+00,1.119379893956589322e+00
5.339661503871590220e+00,-2.002111369145891828e+00,1.554677619653339615e+00
5.354753578558615779e+00,-2.573664502929153830e+00,1.008397448618866044e+00
5.356566385781296624e+00,-2.217385929405025102e+00,1.365054219505151600e+00
5.367216040334984228e+00,-2.585730396734784886e+00,1.014324807337144918e+00
5.367243776993446680e+00,-2.068597468523492910e+00,1.528263487844359725e+00
5.376755636071975708e+00,-2.316495781028293788e+00,1.295591110452022132e+00
5.382608848531982737e+00,-2.163036651576839553e+00,1.456505917351896384e+00
5.395336826778606820e+00,-2.414048743128254682e+00,1.225363180919114336e+00
5.403779139594855785e+00,-2.422222413125617813e+00,1.229378488437948391e+00
5.411622170257714970e+00,-2.071782175313890750e+00,1.588903336123401289e+00
5.470779128803084035e+00,-2.725779526088651927e+00,1.024048443197671299e+00
5.472210177406959808e+00,-2.568038950448102931e+00,1.182859993778155872e+00
5.484338873500194111e+00,-2.460437134190428310e+00,1.307226797511993110e+00
5.491132614177980820e+00,-2.069199474135670958e+00,1.705785314922761753e+00
5.521433005700579599e+00,-2.774821546072829825e+00,1.048140288310675405e+00
5.528424013635744316e+00,-2.741808571446334941e+00,1.090998060434880568e+00
5.549935550763007264e+00,-2.404601894582719890e+00,1.457023882198445808e+00
5.560476443549401182e+00,-2.494370409066144489e+00,1.382971850266648595e+00
5.567262703845933025e+00,-2.819192897487085681e+00,1.069937671984346084e+00
5.572400392004001723e+00,-2.744604055855906388e+00,1.151446703593977716e+00
5.574321960993976255e+00,-2.666901435178112401e+00,1.231426094244053582e+00
5.579950169538141935e+00,-2.672350548509687673e+00,1.234102965923276285e+00
5.580870441478713140e+00,-2.235644797641976655e+00,1.669400691620026578e+00
5.595962516165739586e+00,-2.807197931425238213e+00,1.123120520585553006e+00
5.597775323388419544e+00,-2.450919357901109930e+00,1.479777291471838563e+00
5.608424977942107148e+00,-2.819263825230869269e+00,1.129047879303831881e+00
5.608207454407520665e+00,-2.262111919538199789e+00,1.682402639776251263e+00
5.617719313486049693e+00,-2.510010232043000666e+00,1.449730262383913670e+00
5.623572525946056722e+00,-2.356551102591546876e+00,1.610645069283787922e+00
5.636545764385729740e+00,-2.647582171624339509e+00,1.340086252885801299e+00
5.644988077201978705e+00,-2.655755841621702196e+00,1.344101560404635354e+00
5.652585847671788954e+00,-2.265296626328598073e+00,1.743042488055292605e+00
3.785381000473651891e+00,-5.058491794762340898e-01,-2.788854962232367729e-02
3.638128312869266967e+00,-3.798830580291654435e-01,-5.600027538247542847e-02
3.587529392984454724e+00,-2.515110882344716026e-01,3.699553783793533279e-01
3.620643524960680537e+00,-3.862954592120579900e-01,1.940122408134440646e-01
3.731363180257503132e+00,-4.321926794636511415e-01,-9.228099179969329047e-02
3.727279966573304293e+00,-3.607337282845900217e-02,3.115875583285406258e-01
3.743310180729020331e+00,-4.438985030609883253e-01,-2.596472969065249936e-02
3.770945514511583774e+00,-4.432014309662526408e-01,-8.789271659946318316e-02
3.702754307643664866e+00,-4.740375901437278161e-01,-1.022775530486049744e-01
3.624379251697849913e+00,-4.319339012025192881e-01,2.180009482503177110e-01
3.642396143910006323e+00,-5.300510588398137379e-01,3.845961899818307606e-01
3.546509521240114093e+00,-2.385778637149179593e-01,1.093088382237675571e+00
3.638994505336312191e+00,-5.874109918123135987e-01,2.939174835451339174e-01
3.779260469959877078e+00,-5.928778164296155673e-01,3.854468199851005528e-01
3.841797333915406121e+00,-5.505896544821986538e-01,1.422538481180540826e-01
3.846655377201983139e+00,-3.023310108625593129e-01,-1.045306077099153463e-01
3.824452980191404450e+00,-3.965334768523030018e-01,6.626434096662969786e-03
3.865621182870278894e+00,-3.101879082158709444e-01,-1.010631311318819781e-01
3.917952340212186080e+00,-1.182583713854143959e+00,3.250303499373007332e-01
3.814404433359532387e+00,-8.783182969373755089e-01,2.010927165248177495e-01
3.824454805759829323e+00,-8.880488564580457655e-01,2.058728445234296878e-01
3.839731371808280169e+00,-9.028393069294644580e-01,2.131386390813199139e-01
3.892238568482872640e+00,-9.934571939183267641e-01,1.985792247088975504e-01
3.902602450289095692e+00,-9.239282432378956855e-01,2.825739228778074708e-01
3.912094053090417134e+00,-9.728993354782897729e-01,2.475555606713260026e-01
3.925762559554820896e+00,-9.861328964264011177e-01,2.540565347494382342e-01
3.827342233906551261e+00,-1.134638433268662983e+00,2.424019128646440757e-01
3.832955260835270384e+00,-1.304303834163139442e+00,3.592927820958233820e-01
3.836990591410836426e+00,-1.143979770408506402e+00,2.469908357433114876e-01
3.851791818688636404e+00,-9.145159783542686771e-01,2.188747926796541510e-01
3.828110825805920214e+00,-1.100705945328811053e+00,5.546523358423457450e-01
3.824424442528935764e+00,-1.216481431583848360e+00,4.343008396273427829e-01
3.821453583553889644e+00,-1.253386630018611392e+00,3.933551187025825513e-01
3.984196292564059494e+00,-1.167156674108638992e+00,4.356025597784931591e-01
3.955638053331769211e+00,-1.303738172632836978e+00,5.362409938143917199e-01
3.967572108740055725e+00,-1.026612024032389270e+00,2.739418672236639818e-01
3.976171176259267970e+00,-9.951559389292015112e-01,3.175644598276470276e-01
3.984456734372554099e+00,-1.042959364027115088e+00,2.819724822613320914e-01
4.159161277819308999e+00,-1.416117142350228564e+00,4.397534219039876957e-01
4.055613370966655751e+00,-1.111851725433460114e+00,3.158157884915047120e-01
4.065663743366952687e+00,-1.121582284954130149e+00,3.205959164901166503e-01
4.080940309415403533e+00,-1.136372735425548841e+00,3.278617110480067653e-01
4.133447506089996004e+00,-1.226990622414411369e+00,3.133022966755845129e-01
4.143811387896218612e+00,-1.157461671733980291e+00,3.972969948444944333e-01
4.153302990697540054e+00,-1.206432763974374378e+00,3.622786326380129651e-01
4.166971497161943816e+00,-1.219666324922485723e+00,3.687796067161251967e-01
4.067903896424613919e+00,-1.327763661902543246e+00,3.963498596765910875e-01
4.073918938249344812e+00,-1.497818285177846764e+00,5.134319340277149202e-01
4.078199529017959790e+00,-1.377513198904591007e+00,3.617139077099984501e-01
4.093000756295759324e+00,-1.148049406850353282e+00,3.335978646463412245e-01
4.069810283799140116e+00,-1.414277328787650667e+00,5.905432478786237782e-01
4.064897599556912766e+00,-1.329957927635800674e+00,6.672721514896433614e-01
4.062662521161012563e+00,-1.486920058514695997e+00,5.080781906692695138e-01
4.225405230171181969e+00,-1.400690102604724041e+00,5.503256317451801216e-01
4.196846990938891686e+00,-1.537271601128922027e+00,6.509640657810789044e-01
4.208781046347178645e+00,-1.260145452528473875e+00,3.886649391903509443e-01
4.217380113866391333e+00,-1.228689367425286116e+00,4.322875317943339901e-01
4.225665671979677462e+00,-1.276492792523199693e+00,3.966955542280190539e-01
4.400370215426432807e+00,-1.649650570846313169e+00,5.544764938706747692e-01
4.296822308573778670e+00,-1.345385153929544719e+00,4.305388604581916745e-01
4.306872680974075607e+00,-1.355115713450214754e+00,4.353189884568036128e-01
4.322149247022526453e+00,-1.369906163921633668e+00,4.425847830146938389e-01
4.374656443697118924e+00,-1.460524050910495975e+00,4.280253686422714754e-01
4.385020325503341532e+00,-1.390995100230065118e+00,5.120200668111813957e-01
4.394511928304663861e+00,-1.439966192470458983e+00,4.770017046046999276e-01
4.408180434769066736e+00,-1.453199753418570328e+00,4.835026786828120482e-01
4.309760109120798433e+00,-1.601705290260832193e+00,4.718480567980181117e-01
4.315373136049517555e+00,-1.771370691155308652e+00,5.887389260291973070e-01
4.319408466625082710e+00,-1.611046627400675613e+00,4.764369796766854126e-01
4.334209693902883131e+00,-1.381582835346437665e+00,4.483209366130280760e-01
4.311019221406263924e+00,-1.647810757283735272e+00,7.052663198453106297e-01
4.306106537164035686e+00,-1.563491356131885279e+00,7.819952234563303239e-01
4.303871458768135483e+00,-1.720453487010780602e+00,6.228012626359564763e-01
4.466614167778304889e+00,-1.634223531100808424e+00,6.650487037118670841e-01
4.438055928546015494e+00,-1.770805029625006410e+00,7.656871377477658669e-01
4.449989983954301564e+00,-1.493678881024558258e+00,5.033880111570379068e-01
4.458589051473514253e+00,-1.462222795921370944e+00,5.470106037610209526e-01
4.466874609586800382e+00,-1.510026221019284298e+00,5.114186261947060164e-01
4.882788090640678647e+00,-2.116717427838481935e+00,7.839226378040486942e-01
4.779240183788024510e+00,-1.812452010921713930e+00,6.599850043915658215e-01
4.789290556188321446e+00,-1.822182570442384186e+00,6.647651323901777598e-01
4.804567122236772292e+00,-1.836973020913802657e+00,6.720309269480677639e-01
