PC1,PC2,PC3
-3.393941037105416392e+00,8.020818373927799172e+00,4.024361828311087130e+00
-3.464960192200252642e+00,8.011125616904006819e+00,4.044850766191665059e+00
-3.723543353124870059e+00,7.908516729107702758e+00,4.055798135548807970e+00
-3.683832065501088771e+00,7.930177976765563130e+00,4.072594504823777939e+00
-3.603006348884566279e+00,7.977685145120228860e+00,4.071659488799308058e+00
-3.609132018647406959e+00,7.986152609003236869e+00,4.083557879053230089e+00
-3.225816110074551712e+00,8.174413791791288020e+00,4.078864995759087009e+00
-3.709195323216512463e+00,7.977368665184957131e+00,4.112773503705879463e+00
-3.417739228884951963e+00,8.115853681632803074e+00,4.117281633008766484e+00
-3.723725514794121061e+00,7.995329843997818209e+00,4.139400762193458760e+00
-3.237069819919123681e+00,8.230632875919731362e+00,4.131280391655476336e+00
-3.457837836803151710e+00,8.142367867900279776e+00,4.155238947857663234e+00
-3.319916577132620006e+00,8.222832592260971296e+00,4.163879524939801513e+00
-3.554438890048382760e+00,8.143140636172308433e+00,4.188507289044130388e+00
-3.545876745606992841e+00,8.170322307769623649e+00,4.201195750860023281e+00
-3.230932169714071378e+00,8.330295577661090078e+00,4.218827915642773263e+00
-1.299763848657382370e+00,4.067859378481863963e+00,-5.757702958053442788e-02
-9.972606336706266728e-01,3.743877287955254207e+00,2.248949407629046160e-01
-8.334592686863451227e-01,3.777144921902587882e+00,1.865673719058683067e-01
-1.045987850534704666e+00,3.761573163402232911e+00,4.574814055254433076e-01
-1.248816385606052348e+00,3.922424563828645905e+00,1.055207924076788928e-01
-3.292969919899532139e-01,4.024304922726072320e+00,8.531455530794032627e-02
-9.737282191429798006e-01,3.964013741704184746e+00,3.248361038460851891e-01
-1.453007906392595361e+00,3.970917961756241787e+00,2.523502596713767532e-01
-1.632799072786192296e+00,3.850044187919016370e+00,-1.933607547133462667e-01
-8.996786155877150026e-01,3.807620613998507597e+00,3.979884209816420548e-01
-4.315637906894971287e-01,3.960725452381198330e+00,-2.168870338165881928e-02
4.465730468002995224e-01,3.968737155592438448e+00,1.602828582528693091e-01
-1.220614927718007392e+00,3.891887188323843727e+00,-1.105594517990853565e-01
-4.322086545711835148e-01,4.216378010203809090e+00,4.448158361518958492e-01
-5.306458740479682579e-01,4.262424958061648894e+00,1.295721043146949580e-02
-9.575103118572944050e-01,4.131553395497944869e+00,1.340442747402174339e-01
-5.870901096312706180e-01,4.122824016781438949e+00,5.013680572166978600e-01
-8.634116679783888637e-01,4.181246644193572060e+00,8.980903791968034011e-02
-3.102459177746136554e+00,4.457949070885106835e+00,9.198197982761674441e-01
-3.004655118319411677e+00,4.213690476144399177e+00,7.328736534728069740e-01
-3.015840243933789022e+00,4.228609917082287950e+00,7.541924022679178385e-01
-3.016972110560205422e+00,4.264233374871650106e+00,7.819845149161237519e-01
-3.092467928101888308e+00,4.339773916797633468e+00,8.887696798063127179e-01
-2.985665464230777388e+00,4.428669095510117337e+00,8.954616719396166769e-01
-3.042477802490023198e+00,4.416542987942190912e+00,9.194861649652215085e-01
-3.042887685873648884e+00,4.448908387333569081e+00,9.441775802877432344e-01
-3.132111631852233291e+00,4.228501494111013947e+00,7.559945754042354249e-01
-3.148822223445876922e+00,4.293107301750715088e+00,7.528619184147182786e-01
-3.134456287073413172e+00,4.249670981949660309e+00,7.740211783067605378e-01
-3.018570392474153152e+00,4.291782280629866442e+00,8.041304743340631500e-01
-2.905269892950975041e+00,4.422637796385204823e+00,7.211209772025160003e-01
-3.032754254363600133e+00,4.344358392568539173e+00,7.228933744492564983e-01
-3.088125901340116997e+00,4.303593063318246870e+00,7.240949965958376477e-01
-3.022257890863200291e+00,4.658828120706497877e+00,1.034700551902619337e+00
-3.024015715814594607e+00,4.653882544464838844e+00,9.657912469945404421e-01
-3.057674932581516014e+00,4.536868198910852357e+00,1.023637691871507327e+00
-3.012917112542919273e+00,4.582439680791549286e+00,1.035638916922006159e+00
-3.068699307314026736e+00,4.568268661167933509e+00,1.057195861894898226e+00
-3.182049635392873554e+00,4.970076209968963710e+00,1.376580865131525888e+00
-3.083571951166016678e+00,4.726367139223193625e+00,1.189438935173292577e+00
-3.093578068804600623e+00,4.742248381408294300e+00,1.210415012114440136e+00
-3.099831402068569997e+00,4.773693892058458843e+00,1.239695649440792913e+00
-3.172344690476229800e+00,4.851667496609842978e+00,1.345613959476020360e+00
-3.065925551464004251e+00,4.940249969780944106e+00,1.352417362764092967e+00
-3.123085405209862664e+00,4.927840368941290627e+00,1.376542859157379395e+00
-3.125288299615831100e+00,4.958743080825066762e+00,1.401755402770648473e+00
-3.157708181814870230e+00,4.771614220194067002e+00,1.205450023670436410e+00
-3.176158148804599346e+00,4.835762852707440551e+00,1.203545620354123935e+00
-3.214763760718443830e+00,4.761213199730533141e+00,1.230990641717952805e+00
-3.100172179138692474e+00,4.802268634581141171e+00,1.261476122343756945e+00
-3.071762962655459006e+00,4.888070956028671255e+00,1.184919560223694379e+00
-2.997289488462020035e+00,4.914046259975111575e+00,1.173544644203018850e+00
-3.168299138076787536e+00,4.815244787759407785e+00,1.181025444825451576e+00
-3.100846071987604091e+00,5.171772888533353374e+00,1.491170312879525284e+00
-3.105893989423215373e+00,5.164143348213642071e+00,1.423217254336546223e+00
-3.138716288382431330e+00,5.047811736456026210e+00,1.480820453889758692e+00
-3.096043277512539493e+00,5.091682490182352083e+00,1.493427616675766956e+00
-3.149600898737708210e+00,5.079326214525638150e+00,1.514338002204689282e+00
-3.262498814271764580e+00,5.481502828641549030e+00,1.833591514349939722e+00
-3.165485228294159015e+00,5.236599388094147045e+00,1.646875116085940505e+00
-3.173418692655545215e+00,5.254171442002304460e+00,1.667248788331189502e+00
-3.175113260153337169e+00,5.289335864389865804e+00,1.695204446735471659e+00
-3.253698490144002697e+00,5.362356151315378128e+00,1.802887531498371221e+00
-3.146861408654688219e+00,5.451279570098368055e+00,1.809569462221020775e+00
-3.205453478390933419e+00,5.437701608099066775e+00,1.834111223914269395e+00
-3.203869159965238467e+00,5.471693820732406621e+00,1.858223036006612094e+00
-3.292896103321145240e+00,5.251447636658632234e+00,1.669982773449420588e+00
-3.308816709517336641e+00,5.316697891966329692e+00,1.666620511769937973e+00
-3.293604468855115819e+00,5.273951963187322178e+00,1.687533798211467762e+00
-3.180504668269140467e+00,5.313790445438932863e+00,1.718452856361206482e+00
-3.150156604115595727e+00,5.401174423792733492e+00,1.641332779371543094e+00
-3.073697849243297586e+00,5.428769263376079124e+00,1.629380852995697015e+00
-3.247206334740488920e+00,5.327929311762746423e+00,1.637587925825069846e+00
-3.184736151315655128e+00,5.680392518269913538e+00,1.949181039926439318e+00
-3.184334188742326432e+00,5.677208835397632214e+00,1.879644005257019579e+00
-3.218234446282296268e+00,5.559997855621565677e+00,1.937560507241552266e+00
-3.173518553286862165e+00,5.605535134610311943e+00,1.949573918144824614e+00
-3.227291666347840149e+00,5.593003066829455250e+00,1.970546935130367938e+00
-3.422522742343756086e+00,6.505069400908675803e+00,2.747358664852451060e+00
-3.323669621534948604e+00,6.261666600671828675e+00,2.560107616421550158e+00
-3.335701267089818067e+00,6.275895474665919238e+00,2.581672401344814016e+00
-3.336798936049464537e+00,6.311546829941326209e+00,2.609454574638821800e+00
